,ID,Airline,Number of Stops,Origin,Destination,Departure,Arrival,Duration,Baggage,Price,Currency,Airline Code,Cabin
0,1,,0,SYD,AUH,2023-03-15T15:50:00,2023-03-15T23:25:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
1,1,,0,AUH,LHR,2023-03-16T02:55:00,2023-03-16T06:45:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
2,1,,0,LHR,AUH,2023-07-26T09:30:00,2023-07-26T19:40:00,PT23H20M,2,2096.62,GBP,EY,ECONOMY
3,1,,0,AUH,SYD,2023-07-26T21:55:00,2023-07-27T17:50:00,PT23H20M,2,2096.62,GBP,EY,ECONOMY
4,2,,0,SYD,AUH,2023-03-15T15:50:00,2023-03-15T23:25:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
5,2,,0,AUH,LHR,2023-03-16T02:55:00,2023-03-16T06:45:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
6,2,,0,LHR,AUH,2023-07-26T20:45:00,2023-07-27T06:50:00,PT24H45M,2,2096.62,GBP,EY,ECONOMY
7,2,,0,AUH,SYD,2023-07-27T10:45:00,2023-07-28T06:30:00,PT24H45M,2,2096.62,GBP,EY,ECONOMY
8,3,,0,SYD,AUH,2023-03-15T15:50:00,2023-03-15T23:25:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
9,3,,0,AUH,LHR,2023-03-16T02:55:00,2023-03-16T06:45:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
10,3,,0,LHR,AUH,2023-07-26T14:50:00,2023-07-27T00:55:00,PT30H40M,2,2096.62,GBP,EY,ECONOMY
11,3,,0,AUH,SYD,2023-07-27T10:45:00,2023-07-28T06:30:00,PT30H40M,2,2096.62,GBP,EY,ECONOMY
12,4,,0,SYD,AUH,2023-03-15T15:50:00,2023-03-15T23:25:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
13,4,,0,AUH,LHR,2023-03-16T02:55:00,2023-03-16T06:45:00,PT25H55M,2,2096.62,GBP,EY,ECONOMY
14,4,,0,LHR,AUH,2023-07-26T09:30:00,2023-07-26T19:40:00,PT36H,2,2096.62,GBP,EY,ECONOMY
15,4,,0,AUH,SYD,2023-07-27T10:45:00,2023-07-28T06:30:00,PT36H,2,2096.62,GBP,EY,ECONOMY
16,5,"ALL NIPPON AIRWAYS CO., LTD.",0,SYD,HND,2023-03-15T21:35:00,2023-03-16T05:10:00,PT29H,1,2124.22,GBP,NH,ECONOMY
17,5,"ALL NIPPON AIRWAYS CO., LTD.",0,HND,LHR,2023-03-16T09:25:00,2023-03-16T15:35:00,PT29H,1,2124.22,GBP,NH,ECONOMY
18,5,"ALL NIPPON AIRWAYS CO., LTD.",0,LHR,HND,2023-07-26T19:00:00,2023-07-27T14:50:00,PT28H55M,1,2124.22,GBP,NH,ECONOMY
19,5,"ALL NIPPON AIRWAYS CO., LTD.",0,HND,SYD,2023-07-27T22:20:00,2023-07-28T08:55:00,PT28H55M,1,2124.22,GBP,NH,ECONOMY
20,6,CATHAY PACIFIC AIRWAYS LTD.,0,SYD,HKG,2023-03-15T15:45:00,2023-03-15T21:55:00,PT24H15M,1,2169.82,GBP,CX,ECONOMY
21,6,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,LHR,2023-03-15T23:55:00,2023-03-16T05:00:00,PT24H15M,1,2169.82,GBP,CX,ECONOMY
22,6,CATHAY PACIFIC AIRWAYS LTD.,0,LHR,HKG,2023-07-26T18:20:00,2023-07-27T13:25:00,PT31H30M,1,2169.82,GBP,CX,ECONOMY
23,6,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,SYD,2023-07-27T23:55:00,2023-07-28T10:50:00,PT31H30M,1,2169.82,GBP,CX,ECONOMY
24,7,CATHAY PACIFIC AIRWAYS LTD.,0,SYD,HKG,2023-03-15T15:45:00,2023-03-15T21:55:00,PT24H15M,1,2195.02,GBP,CX,ECONOMY
25,7,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,LHR,2023-03-15T23:55:00,2023-03-16T05:00:00,PT24H15M,1,2195.02,GBP,CX,ECONOMY
26,7,CATHAY PACIFIC AIRWAYS LTD.,0,LHR,HKG,2023-07-26T18:20:00,2023-07-27T13:25:00,PT40H55M,1,2195.02,GBP,CX,ECONOMY
27,7,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,SYD,2023-07-28T09:10:00,2023-07-28T20:15:00,PT40H55M,1,2195.02,GBP,CX,ECONOMY
28,8,CATHAY PACIFIC AIRWAYS LTD.,0,SYD,HKG,2023-03-15T15:45:00,2023-03-15T21:55:00,PT24H15M,1,2657.82,GBP,CX,ECONOMY
29,8,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,LHR,2023-03-15T23:55:00,2023-03-16T05:00:00,PT24H15M,1,2657.82,GBP,CX,ECONOMY
30,8,CATHAY PACIFIC AIRWAYS LTD.,0,LHR,HKG,2023-07-26T12:20:00,2023-07-27T07:00:00,PT22H55M,1,2657.82,GBP,CX,ECONOMY
31,8,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,SYD,2023-07-27T09:10:00,2023-07-27T20:15:00,PT22H55M,1,2657.82,GBP,CX,ECONOMY
32,9,CATHAY PACIFIC AIRWAYS LTD.,0,SYD,HKG,2023-03-15T15:45:00,2023-03-15T21:55:00,PT24H15M,1,2657.82,GBP,CX,ECONOMY
33,9,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,LHR,2023-03-15T23:55:00,2023-03-16T05:00:00,PT24H15M,1,2657.82,GBP,CX,ECONOMY
34,9,CATHAY PACIFIC AIRWAYS LTD.,0,LHR,HKG,2023-07-26T12:20:00,2023-07-27T07:00:00,PT37H30M,1,2657.82,GBP,CX,ECONOMY
35,9,CATHAY PACIFIC AIRWAYS LTD.,0,HKG,SYD,2023-07-27T23:55:00,2023-07-28T10:50:00,PT37H30M,1,2657.82,GBP,CX,ECONOMY
36,10,EMIRATES SKY CARGO,0,SYD,DXB,2023-03-15T06:00:00,2023-03-15T13:20:00,PT23H20M,2,2825.82,GBP,EK,ECONOMY
37,10,EMIRATES SKY CARGO,0,DXB,LHR,2023-03-15T14:30:00,2023-03-15T18:20:00,PT23H20M,2,2825.82,GBP,EK,ECONOMY
38,10,QANTAS AIRWAYS LTD.,1,LHR,SYD,2023-07-26T21:05:00,2023-07-28T05:10:00,PT23H5M,2,2825.82,GBP,QF,ECONOMY
39,11,QANTAS AIRWAYS LTD.,1,SYD,LHR,2023-03-15T17:05:00,2023-03-16T06:15:00,PT24H10M,2,2830.22,GBP,QF,ECONOMY
40,11,QANTAS AIRWAYS LTD.,1,LHR,SYD,2023-07-26T21:05:00,2023-07-28T05:10:00,PT23H5M,2,2830.22,GBP,QF,ECONOMY
41,12,QANTAS AIRWAYS LTD.,0,SYD,DXB,2023-03-15T06:00:00,2023-03-15T13:20:00,PT23H20M,2,2865.02,GBP,QF,ECONOMY
42,12,QANTAS AIRWAYS LTD.,0,DXB,LHR,2023-03-15T14:30:00,2023-03-15T18:20:00,PT23H20M,2,2865.02,GBP,QF,ECONOMY
43,12,QANTAS AIRWAYS LTD.,1,LHR,SYD,2023-07-26T21:05:00,2023-07-28T05:10:00,PT23H5M,2,2865.02,GBP,QF,ECONOMY
44,13,MALAYSIA AIRLINES SYSTEM BERHAD,0,SYD,KUL,2023-03-15T22:15:00,2023-03-16T03:50:00,PT28H10M,2,3137.82,GBP,MH,ECONOMY
45,13,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,LHR,2023-03-16T09:05:00,2023-03-16T15:25:00,PT28H10M,2,3137.82,GBP,MH,ECONOMY
46,13,MALAYSIA AIRLINES SYSTEM BERHAD,0,LHR,KUL,2023-07-26T10:00:00,2023-07-27T07:15:00,PT24H35M,2,3137.82,GBP,MH,ECONOMY
47,13,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,SYD,2023-07-27T09:10:00,2023-07-27T19:35:00,PT24H35M,2,3137.82,GBP,MH,ECONOMY
48,14,MALAYSIA AIRLINES SYSTEM BERHAD,0,SYD,KUL,2023-03-15T13:10:00,2023-03-15T18:45:00,PT37H15M,2,3173.82,GBP,MH,ECONOMY
49,14,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,LHR,2023-03-16T09:05:00,2023-03-16T15:25:00,PT37H15M,2,3173.82,GBP,MH,ECONOMY
50,14,MALAYSIA AIRLINES SYSTEM BERHAD,0,LHR,KUL,2023-07-26T10:00:00,2023-07-27T07:15:00,PT24H35M,2,3173.82,GBP,MH,ECONOMY
51,14,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,SYD,2023-07-27T09:10:00,2023-07-27T19:35:00,PT24H35M,2,3173.82,GBP,MH,ECONOMY
52,15,MALAYSIA AIRLINES SYSTEM BERHAD,0,SYD,KUL,2023-03-15T22:15:00,2023-03-16T03:50:00,PT28H10M,2,3327.82,GBP,MH,ECONOMY
53,15,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,LHR,2023-03-16T09:05:00,2023-03-16T15:25:00,PT28H10M,2,3327.82,GBP,MH,ECONOMY
54,15,MALAYSIA AIRLINES SYSTEM BERHAD,0,LHR,KUL,2023-07-26T20:35:00,2023-07-27T17:50:00,PT28H25M,2,3327.82,GBP,MH,ECONOMY
55,15,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,SYD,2023-07-27T23:45:00,2023-07-28T10:00:00,PT28H25M,2,3327.82,GBP,MH,ECONOMY
56,16,MALAYSIA AIRLINES SYSTEM BERHAD,0,SYD,KUL,2023-03-15T13:10:00,2023-03-15T18:45:00,PT37H15M,2,3363.82,GBP,MH,ECONOMY
57,16,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,LHR,2023-03-16T09:05:00,2023-03-16T15:25:00,PT37H15M,2,3363.82,GBP,MH,ECONOMY
58,16,MALAYSIA AIRLINES SYSTEM BERHAD,0,LHR,KUL,2023-07-26T20:35:00,2023-07-27T17:50:00,PT28H25M,2,3363.82,GBP,MH,ECONOMY
59,16,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,SYD,2023-07-27T23:45:00,2023-07-28T10:00:00,PT28H25M,2,3363.82,GBP,MH,ECONOMY
60,17,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT26H55M,1,3573.02,GBP,LH,ECONOMY
61,17,LUFTHANSA CARGO AG.,0,SIN,MUC,2023-03-15T23:55:00,2023-03-16T05:55:00,PT26H55M,1,3573.02,GBP,LH,ECONOMY
62,17,LUFTHANSA CARGO AG.,0,MUC,LHR,2023-03-16T07:00:00,2023-03-16T08:05:00,PT26H55M,1,3573.02,GBP,LH,ECONOMY
63,17,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
64,17,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
65,18,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT29H15M,1,3573.02,GBP,LH,ECONOMY
66,18,LUFTHANSA CARGO AG.,0,SIN,MUC,2023-03-15T23:55:00,2023-03-16T05:55:00,PT29H15M,1,3573.02,GBP,LH,ECONOMY
67,18,LUFTHANSA CARGO AG.,0,MUC,LHR,2023-03-16T09:20:00,2023-03-16T10:25:00,PT29H15M,1,3573.02,GBP,LH,ECONOMY
68,18,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
69,18,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
70,19,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT31H50M,1,3573.02,GBP,LH,ECONOMY
71,19,LUFTHANSA CARGO AG.,0,SIN,MUC,2023-03-15T23:55:00,2023-03-16T05:55:00,PT31H50M,1,3573.02,GBP,LH,ECONOMY
72,19,LUFTHANSA CARGO AG.,0,MUC,LHR,2023-03-16T11:55:00,2023-03-16T13:00:00,PT31H50M,1,3573.02,GBP,LH,ECONOMY
73,19,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
74,19,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3573.02,GBP,LH,ECONOMY
75,20,MALAYSIA AIRLINES SYSTEM BERHAD,0,SYD,KUL,2023-03-15T13:10:00,2023-03-15T18:45:00,PT27H25M,2,3587.82,GBP,MH,ECONOMY
76,20,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,LHR,2023-03-15T23:30:00,2023-03-16T05:35:00,PT27H25M,2,3587.82,GBP,MH,ECONOMY
77,20,MALAYSIA AIRLINES SYSTEM BERHAD,0,LHR,KUL,2023-07-26T10:00:00,2023-07-27T07:15:00,PT24H35M,2,3587.82,GBP,MH,ECONOMY
78,20,MALAYSIA AIRLINES SYSTEM BERHAD,0,KUL,SYD,2023-07-27T09:10:00,2023-07-27T19:35:00,PT24H35M,2,3587.82,GBP,MH,ECONOMY
79,21,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT26H35M,1,3602.02,GBP,LH,ECONOMY
80,21,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:00:00,PT26H35M,1,3602.02,GBP,LH,ECONOMY
81,21,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T07:00:00,2023-03-16T07:45:00,PT26H35M,1,3602.02,GBP,LH,ECONOMY
82,21,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
83,21,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
84,22,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT27H35M,1,3602.02,GBP,LH,ECONOMY
85,22,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:00:00,PT27H35M,1,3602.02,GBP,LH,ECONOMY
86,22,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T08:00:00,2023-03-16T08:45:00,PT27H35M,1,3602.02,GBP,LH,ECONOMY
87,22,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
88,22,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
89,23,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT28H35M,1,3602.02,GBP,LH,ECONOMY
90,23,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:00:00,PT28H35M,1,3602.02,GBP,LH,ECONOMY
91,23,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T09:00:00,2023-03-16T09:45:00,PT28H35M,1,3602.02,GBP,LH,ECONOMY
92,23,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
93,23,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
94,24,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT29H35M,1,3602.02,GBP,LH,ECONOMY
95,24,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:00:00,PT29H35M,1,3602.02,GBP,LH,ECONOMY
96,24,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T10:00:00,2023-03-16T10:45:00,PT29H35M,1,3602.02,GBP,LH,ECONOMY
97,24,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
98,24,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3602.02,GBP,LH,ECONOMY
99,25,,0,SYD,DOH,2023-03-15T22:00:00,2023-03-16T04:50:00,PT25H15M,2,3626.62,GBP,QR,ECONOMY
100,25,,0,DOH,LHR,2023-03-16T07:40:00,2023-03-16T12:15:00,PT25H15M,2,3626.62,GBP,QR,ECONOMY
101,25,,0,LHR,DOH,2023-07-26T10:50:00,2023-07-26T19:30:00,PT21H20M,2,3626.62,GBP,QR,ECONOMY
102,25,,0,DOH,SYD,2023-07-26T20:15:00,2023-07-27T17:10:00,PT21H20M,2,3626.62,GBP,QR,ECONOMY
103,26,AIR INDIA LTD.,0,SYD,DEL,2023-03-15T10:15:00,2023-03-15T17:40:00,PT31H20M,1,3815.42,GBP,AI,ECONOMY
104,26,AIR INDIA LTD.,0,DEL,LHR,2023-03-16T02:40:00,2023-03-16T06:35:00,PT31H20M,1,3815.42,GBP,AI,ECONOMY
105,26,AIR INDIA LTD.,0,LHR,DEL,2023-07-26T21:30:00,2023-07-27T11:10:00,PT24H40M,1,3815.42,GBP,AI,ECONOMY
106,26,AIR INDIA LTD.,0,DEL,SYD,2023-07-27T14:05:00,2023-07-28T07:10:00,PT24H40M,1,3815.42,GBP,AI,ECONOMY
107,27,AIR INDIA LTD.,0,SYD,DEL,2023-03-15T10:15:00,2023-03-15T17:40:00,PT31H20M,1,3815.42,GBP,AI,ECONOMY
108,27,AIR INDIA LTD.,0,DEL,LHR,2023-03-16T02:40:00,2023-03-16T06:35:00,PT31H20M,1,3815.42,GBP,AI,ECONOMY
109,27,AIR INDIA LTD.,0,LHR,DEL,2023-07-26T08:45:00,2023-07-26T22:25:00,PT37H25M,1,3815.42,GBP,AI,ECONOMY
110,27,AIR INDIA LTD.,0,DEL,SYD,2023-07-27T14:05:00,2023-07-28T07:10:00,PT37H25M,1,3815.42,GBP,AI,ECONOMY
111,28,AIR INDIA LTD.,0,SYD,DEL,2023-03-15T10:15:00,2023-03-15T17:40:00,PT43H40M,1,3815.42,GBP,AI,ECONOMY
112,28,AIR INDIA LTD.,0,DEL,LHR,2023-03-16T15:00:00,2023-03-16T18:55:00,PT43H40M,1,3815.42,GBP,AI,ECONOMY
113,28,AIR INDIA LTD.,0,LHR,DEL,2023-07-26T21:30:00,2023-07-27T11:10:00,PT24H40M,1,3815.42,GBP,AI,ECONOMY
114,28,AIR INDIA LTD.,0,DEL,SYD,2023-07-27T14:05:00,2023-07-28T07:10:00,PT24H40M,1,3815.42,GBP,AI,ECONOMY
115,29,AIR INDIA LTD.,0,SYD,DEL,2023-03-15T10:15:00,2023-03-15T17:40:00,PT43H40M,1,3815.42,GBP,AI,ECONOMY
116,29,AIR INDIA LTD.,0,DEL,LHR,2023-03-16T15:00:00,2023-03-16T18:55:00,PT43H40M,1,3815.42,GBP,AI,ECONOMY
117,29,AIR INDIA LTD.,0,LHR,DEL,2023-07-26T08:45:00,2023-07-26T22:25:00,PT37H25M,1,3815.42,GBP,AI,ECONOMY
118,29,AIR INDIA LTD.,0,DEL,SYD,2023-07-27T14:05:00,2023-07-28T07:10:00,PT37H25M,1,3815.42,GBP,AI,ECONOMY
119,30,LUFTHANSA CARGO AG.,0,SYD,SFO,2023-03-15T13:00:00,2023-03-15T08:50:00,PT29H30M,1,3861.02,GBP,LH,ECONOMY
120,30,LUFTHANSA CARGO AG.,0,SFO,LHR,2023-03-15T13:50:00,2023-03-16T07:30:00,PT29H30M,1,3861.02,GBP,LH,ECONOMY
121,30,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,3861.02,GBP,LH,ECONOMY
122,30,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,3861.02,GBP,LH,ECONOMY
123,31,JAPAN AIRLINES CO. LTD,0,SYD,HND,2023-03-15T09:15:00,2023-03-15T17:15:00,PT41H10M,1,3868.62,GBP,JL,PREMIUM_ECONOMY
124,31,JAPAN AIRLINES CO. LTD,0,HND,LHR,2023-03-16T09:45:00,2023-03-16T15:25:00,PT41H10M,1,3868.62,GBP,JL,PREMIUM_ECONOMY
125,31,JAPAN AIRLINES CO. LTD,0,LHR,HND,2023-07-26T19:20:00,2023-07-27T15:15:00,PT26H5M,1,3868.62,GBP,JL,PREMIUM_ECONOMY
126,31,JAPAN AIRLINES CO. LTD,0,HND,SYD,2023-07-27T19:20:00,2023-07-28T06:25:00,PT26H5M,1,3868.62,GBP,JL,PREMIUM_ECONOMY
127,32,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT26H55M,1,3917.02,GBP,LH,ECONOMY
128,32,LUFTHANSA CARGO AG.,0,SIN,MUC,2023-03-15T23:55:00,2023-03-16T05:55:00,PT26H55M,1,3917.02,GBP,LH,ECONOMY
129,32,LUFTHANSA CARGO AG.,0,MUC,LHR,2023-03-16T07:00:00,2023-03-16T08:05:00,PT26H55M,1,3917.02,GBP,LH,ECONOMY
130,32,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T14:10:00,2023-07-26T17:15:00,PT31H50M,1,3917.02,GBP,LH,ECONOMY
131,32,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT31H50M,1,3917.02,GBP,LH,ECONOMY
132,33,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT26H55M,1,3917.02,GBP,LH,ECONOMY
