,ID,Airline,Number of Stops,Origin,Destination,Departure,Arrival,Duration,Baggage,Price,Currency,Airline Code,Cabin
274,78,UNKNOWN,2,LHR,SYD,2023-07-26T13:00:00,2023-07-27T19:30:00,PT19H30M,1,4490.22,GBP,6X,ECONOMY
275,79,UNKNOWN,1,SYD,LHR,2023-03-15T22:15:00,2023-03-16T10:35:00,PT23H20M,1,4497.82,GBP,6X,ECONOMY
276,79,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
277,80,UNKNOWN,1,SYD,LHR,2023-03-15T16:20:00,2023-03-16T04:55:00,PT23H35M,1,4497.82,GBP,6X,ECONOMY
278,80,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
279,81,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
280,81,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
281,82,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
282,82,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
283,83,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
284,83,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
285,84,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
286,84,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
287,85,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
288,85,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4497.82,GBP,6X,ECONOMY
289,86,UNKNOWN,1,SYD,LHR,2023-03-15T22:15:00,2023-03-16T10:35:00,PT23H20M,1,4497.82,GBP,6X,ECONOMY
290,86,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
291,87,UNKNOWN,1,SYD,LHR,2023-03-15T16:20:00,2023-03-16T04:55:00,PT23H35M,1,4497.82,GBP,6X,ECONOMY
292,87,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
293,88,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
294,88,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
295,89,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
296,89,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
297,90,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
298,90,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
299,91,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
300,91,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
301,92,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
302,92,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4497.82,GBP,6X,ECONOMY
303,93,UNKNOWN,1,SYD,LHR,2023-03-15T22:15:00,2023-03-16T10:35:00,PT23H20M,1,4497.82,GBP,6X,ECONOMY
304,93,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
305,94,UNKNOWN,1,SYD,LHR,2023-03-15T16:20:00,2023-03-16T04:55:00,PT23H35M,1,4497.82,GBP,6X,ECONOMY
306,94,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
307,95,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
308,95,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
309,96,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
310,96,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
311,97,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
312,97,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
313,98,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
314,98,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
315,99,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4497.82,GBP,6X,ECONOMY
316,99,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4497.82,GBP,6X,ECONOMY
317,100,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
318,100,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
319,101,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
320,101,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
321,102,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
322,102,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
323,103,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
324,103,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
325,104,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
326,104,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
327,105,UNKNOWN,1,SYD,LHR,2023-03-15T18:15:00,2023-03-16T06:25:00,PT23H10M,1,4499.62,GBP,6X,ECONOMY
328,105,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
329,106,UNKNOWN,1,SYD,LHR,2023-03-15T17:00:00,2023-03-16T05:40:00,PT23H40M,1,4499.62,GBP,6X,ECONOMY
330,106,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4499.62,GBP,6X,ECONOMY
331,107,UNKNOWN,1,SYD,LHR,2023-03-15T22:15:00,2023-03-16T10:35:00,PT23H20M,1,4499.62,GBP,6X,ECONOMY
332,107,UNKNOWN,2,LHR,SYD,2023-07-26T13:00:00,2023-07-27T19:30:00,PT19H30M,1,4499.62,GBP,6X,ECONOMY
333,108,UNKNOWN,1,SYD,LHR,2023-03-15T16:20:00,2023-03-16T04:55:00,PT23H35M,1,4499.62,GBP,6X,ECONOMY
334,108,UNKNOWN,2,LHR,SYD,2023-07-26T13:00:00,2023-07-27T19:30:00,PT19H30M,1,4499.62,GBP,6X,ECONOMY
335,109,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4499.62,GBP,6X,ECONOMY
336,109,UNKNOWN,2,LHR,SYD,2023-07-26T13:00:00,2023-07-27T19:30:00,PT19H30M,1,4499.62,GBP,6X,ECONOMY
337,110,UNKNOWN,0,SYD,BKK,2023-03-15T18:15:00,2023-03-15T23:15:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
338,110,UNKNOWN,0,BKK,LHR,2023-03-16T00:35:00,2023-03-16T06:25:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
339,110,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H20M,1,4500.42,GBP,6X,ECONOMY
340,110,UNKNOWN,0,SIN,SYD,2023-07-26T20:00:00,2023-07-27T06:20:00,PT12H20M,1,4500.42,GBP,6X,ECONOMY
341,111,UNKNOWN,0,SYD,BKK,2023-03-15T18:15:00,2023-03-15T23:15:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
342,111,UNKNOWN,0,BKK,LHR,2023-03-16T00:35:00,2023-03-16T06:25:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
343,111,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H20M,1,4500.42,GBP,6X,ECONOMY
344,111,UNKNOWN,0,SIN,SYD,2023-07-26T20:00:00,2023-07-27T06:20:00,PT12H20M,1,4500.42,GBP,6X,ECONOMY
345,112,UNKNOWN,0,SYD,BKK,2023-03-15T18:15:00,2023-03-15T23:15:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
346,112,UNKNOWN,0,BKK,LHR,2023-03-16T00:35:00,2023-03-16T06:25:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
347,112,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H35M,1,4500.42,GBP,6X,ECONOMY
348,112,UNKNOWN,0,SIN,SYD,2023-07-26T20:05:00,2023-07-27T06:35:00,PT12H35M,1,4500.42,GBP,6X,ECONOMY
349,113,UNKNOWN,0,SYD,BKK,2023-03-15T18:15:00,2023-03-15T23:15:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
350,113,UNKNOWN,0,BKK,LHR,2023-03-16T00:35:00,2023-03-16T06:25:00,PT22H10M,1,4500.42,GBP,6X,ECONOMY
351,113,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H35M,1,4500.42,GBP,6X,ECONOMY
352,113,UNKNOWN,0,SIN,SYD,2023-07-26T20:05:00,2023-07-27T06:35:00,PT12H35M,1,4500.42,GBP,6X,ECONOMY
353,114,UNKNOWN,1,SYD,LHR,2023-03-15T22:15:00,2023-03-16T10:35:00,PT23H20M,1,4509.02,GBP,6X,ECONOMY
354,114,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
355,115,UNKNOWN,1,SYD,LHR,2023-03-15T16:20:00,2023-03-16T04:55:00,PT23H35M,1,4509.02,GBP,6X,ECONOMY
356,115,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
357,116,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4509.02,GBP,6X,ECONOMY
358,116,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
359,117,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4509.02,GBP,6X,ECONOMY
360,117,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
361,118,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4509.02,GBP,6X,ECONOMY
362,118,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
363,119,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4509.02,GBP,6X,ECONOMY
364,119,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
365,120,UNKNOWN,1,SYD,LHR,2023-03-15T16:35:00,2023-03-16T05:30:00,PT23H55M,1,4509.02,GBP,6X,ECONOMY
366,120,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4509.02,GBP,6X,ECONOMY
367,121,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4521.02,GBP,6X,ECONOMY
368,121,UNKNOWN,0,LHR,SYD,2023-07-26T20:00:00,2023-07-27T22:00:00,PT15H,1,4521.02,GBP,6X,ECONOMY
369,122,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4521.02,GBP,6X,ECONOMY
370,122,UNKNOWN,0,LHR,SYD,2023-07-26T09:00:00,2023-07-27T15:00:00,PT19H,1,4521.02,GBP,6X,ECONOMY
371,123,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4521.02,GBP,6X,ECONOMY
372,123,UNKNOWN,0,LHR,SYD,2023-07-26T17:00:00,2023-07-28T00:30:00,PT20H30M,1,4521.02,GBP,6X,ECONOMY
373,124,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4522.82,GBP,6X,ECONOMY
374,124,UNKNOWN,2,LHR,SYD,2023-07-26T13:00:00,2023-07-27T19:30:00,PT19H30M,1,4522.82,GBP,6X,ECONOMY
375,125,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4532.22,GBP,6X,ECONOMY
376,125,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H20M,1,4532.22,GBP,6X,ECONOMY
377,125,UNKNOWN,0,SIN,SYD,2023-07-26T20:00:00,2023-07-27T06:20:00,PT12H20M,1,4532.22,GBP,6X,ECONOMY
378,126,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4532.22,GBP,6X,ECONOMY
379,126,UNKNOWN,0,LHR,SIN,2023-07-26T07:00:00,2023-07-26T17:00:00,PT12H35M,1,4532.22,GBP,6X,ECONOMY
380,126,UNKNOWN,0,SIN,SYD,2023-07-26T20:05:00,2023-07-27T06:35:00,PT12H35M,1,4532.22,GBP,6X,ECONOMY
381,127,UNKNOWN,3,SYD,LHR,2023-03-15T09:00:00,2023-03-15T18:00:00,PT20H,1,4532.22,GBP,6X,ECONOMY
382,127,UNKNOWN,1,LHR,SYD,2023-07-26T11:30:00,2023-07-27T17:55:00,PT19H25M,1,4532.22,GBP,6X,ECONOMY
383,128,LUFTHANSA CARGO AG.,0,SYD,SFO,2023-03-15T13:00:00,2023-03-15T08:50:00,PT35H35M,1,4693.02,GBP,LH,ECONOMY
384,128,LUFTHANSA CARGO AG.,0,SFO,LHR,2023-03-15T20:05:00,2023-03-16T13:35:00,PT35H35M,1,4693.02,GBP,LH,ECONOMY
385,128,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T14:10:00,2023-07-26T17:15:00,PT31H50M,1,4693.02,GBP,LH,ECONOMY
386,128,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT31H50M,1,4693.02,GBP,LH,ECONOMY
387,129,LUFTHANSA CARGO AG.,0,SYD,SFO,2023-03-15T13:00:00,2023-03-15T08:50:00,PT35H35M,1,4693.02,GBP,LH,ECONOMY
388,129,LUFTHANSA CARGO AG.,0,SFO,LHR,2023-03-15T20:05:00,2023-03-16T13:35:00,PT35H35M,1,4693.02,GBP,LH,ECONOMY
389,129,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T12:20:00,2023-07-26T15:25:00,PT33H40M,1,4693.02,GBP,LH,ECONOMY
390,129,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT33H40M,1,4693.02,GBP,LH,ECONOMY
391,130,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT34H35M,1,4825.02,GBP,LH,ECONOMY
392,130,LUFTHANSA CARGO AG.,0,SIN,MUC,2023-03-15T23:55:00,2023-03-16T05:55:00,PT34H35M,1,4825.02,GBP,LH,ECONOMY
393,130,LUFTHANSA CARGO AG.,0,MUC,LHR,2023-03-16T14:40:00,2023-03-16T15:45:00,PT34H35M,1,4825.02,GBP,LH,ECONOMY
394,130,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,4825.02,GBP,LH,ECONOMY
395,130,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,4825.02,GBP,LH,ECONOMY
396,131,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT27H35M,1,4854.02,GBP,LH,ECONOMY
397,131,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:20:00,PT27H35M,1,4854.02,GBP,LH,ECONOMY
398,131,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T08:00:00,2023-03-16T08:45:00,PT27H35M,1,4854.02,GBP,LH,ECONOMY
399,131,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
400,131,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
401,132,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT28H35M,1,4854.02,GBP,LH,ECONOMY
402,132,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:20:00,PT28H35M,1,4854.02,GBP,LH,ECONOMY
403,132,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T09:00:00,2023-03-16T09:45:00,PT28H35M,1,4854.02,GBP,LH,ECONOMY
404,132,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
405,132,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
406,133,LUFTHANSA CARGO AG.,0,SYD,SIN,2023-03-15T16:10:00,2023-03-15T21:20:00,PT29H35M,1,4854.02,GBP,LH,ECONOMY
407,133,LUFTHANSA CARGO AG.,0,SIN,FRA,2023-03-15T23:55:00,2023-03-16T06:20:00,PT29H35M,1,4854.02,GBP,LH,ECONOMY
408,133,LUFTHANSA CARGO AG.,0,FRA,LHR,2023-03-16T10:00:00,2023-03-16T10:45:00,PT29H35M,1,4854.02,GBP,LH,ECONOMY
409,133,LUFTHANSA CARGO AG.,0,LHR,SFO,2023-07-26T10:25:00,2023-07-26T13:30:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
410,133,LUFTHANSA CARGO AG.,0,SFO,SYD,2023-07-26T22:55:00,2023-07-28T07:00:00,PT35H35M,1,4854.02,GBP,LH,ECONOMY
411,134,"DELTA AIR LINES, INC.",0,SYD,LAX,2023-03-15T10:20:00,2023-03-15T06:00:00,PT36H20M,1,11568.42,GBP,DL,ECONOMY
412,134,"DELTA AIR LINES, INC.",0,LAX,LHR,2023-03-15T18:25:00,2023-03-16T11:40:00,PT36H20M,1,11568.42,GBP,DL,ECONOMY
413,134,"DELTA AIR LINES, INC.",0,LHR,LAX,2023-07-26T15:45:00,2023-07-26T19:10:00,PT29H50M,1,11568.42,GBP,DL,ECONOMY
414,134,"DELTA AIR LINES, INC.",0,LAX,SYD,2023-07-26T22:35:00,2023-07-28T06:35:00,PT29H50M,1,11568.42,GBP,DL,ECONOMY
415,135,CHINA EASTERN AIRLINES,0,SYD,PVG,2023-03-15T12:30:00,2023-03-15T19:50:00,PT40H,1,13302.62,GBP,MU,ECONOMY
416,135,CHINA EASTERN AIRLINES,0,PVG,LHR,2023-03-16T13:00:00,2023-03-16T17:30:00,PT40H,1,13302.62,GBP,MU,ECONOMY
417,135,CHINA EASTERN AIRLINES,0,LHR,PVG,2023-07-26T21:20:00,2023-07-27T15:40:00,PT26H40M,1,13302.62,GBP,MU,ECONOMY
418,135,CHINA EASTERN AIRLINES,0,PVG,SYD,2023-07-27T20:20:00,2023-07-28T09:00:00,PT26H40M,1,13302.62,GBP,MU,ECONOMY
